"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Category","Question","Response","Age","Sex","RaceEthnicity","RiskFactor","RiskFactorResponse","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_limit","High_Confidence_Limit","Numerator","Sample_Size","LocationID","TopicID","CategoryID","QuestionID","ResponseID","DataValueTypeID","AgeID","SexID","RaceEthnicityID","RiskFactorID","RiskFactorResponseID","GeoLocation","Geographic Level","StateAbbr"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence","2.4",,,"1.3","4.1",,"634","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","BLK","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","BLK","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence","2.3",,,"1.7","3",,"2,277","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","BLK","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"98","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","BLK","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Hispanic, any race","All participants","Total","%","Crude Prevalence","1.5",,,"1","2.2",,"2,880","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","HISP","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Hispanic, any race","Diabetes","No","%","Crude Prevalence","2.4",,,"1.2","4.3",,"803","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","HISP","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","HISP","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Hispanic, any race","Hypertension","No","%","Crude Prevalence","1.5",,,"0.9","2.2",,"2,814","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","HISP","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"66","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","HISP","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"306","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","OTH","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Other","Diabetes","No","%","Crude Prevalence","0",,,"0","0",,"99","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","OTH","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Other","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","OTH","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"299","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","OTH","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","Other","Hypertension","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","OTH","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","White, non-Hispanic","All participants","Total","%","Crude Prevalence","1.3",,,"0.8","1.8",,"2,003","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","WHT","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","White, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"617","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","WHT","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","WHT","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","1.1",,,"0.7","1.8",,"1,935","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","WHT","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Both sexes","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"68","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GALL","WHT","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","All races","All participants","Total","%","Crude Prevalence","1.7",,,"1.2","2.4",,"3,734","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","ALLRACE","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","All races","Diabetes","No","%","Crude Prevalence","1.7",,,"0.9","3.1",,"1,056","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","ALLRACE","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","All races","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","ALLRACE","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","All races","Hypertension","No","%","Crude Prevalence","1.7",,,"1.2","2.4",,"3,622","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","ALLRACE","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","All races","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"112","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","ALLRACE","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","2.7",,,"1.9","3.9",,"1,142","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","BLK","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence","2.7",,,"1.2","5.1",,"309","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","BLK","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","BLK","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence","2.8",,,"1.9","3.9",,"1,098","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","BLK","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"44","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","BLK","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Hispanic, any race","All participants","Total","%","Crude Prevalence","1.9",,,"1.1","3",,"1,427","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","HISP","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Hispanic, any race","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"397","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","HISP","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","HISP","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Hispanic, any race","Hypertension","No","%","Crude Prevalence","1.8",,,"1","2.9",,"1,400","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","HISP","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","HISP","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"162","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","OTH","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Other","Diabetes","No","%","Crude Prevalence","0",,,"0","0",,"45","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","OTH","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Other","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","OTH","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"158","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","OTH","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","Other","Hypertension","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","OTH","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","White, non-Hispanic","All participants","Total","%","Crude Prevalence","1.6",,,"0.9","2.7",,"1,003","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","WHT","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","White, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"305","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","WHT","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","WHT","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","1.6",,,"0.8","2.7",,"966","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","WHT","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Female","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"37","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GF","WHT","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","All races","All participants","Total","%","Crude Prevalence","1.1",,,"0.7","1.6",,"3,830","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","ALLRACE","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","All races","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"1,097","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","ALLRACE","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","All races","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"30","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","ALLRACE","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","All races","Hypertension","No","%","Crude Prevalence","1",,,"0.6","1",,"3,703","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","ALLRACE","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","All races","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"127","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","ALLRACE","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","1.8",,,"1.1","2.9",,"1,233","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","BLK","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"325","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","BLK","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","BLK","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence","1.9",,,"1.1","2.9",,"1,179","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","BLK","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"54","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","BLK","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Hispanic, any race","All participants","Total","%","Crude Prevalence","1.1",,,"0.6","1.8",,"1,453","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","HISP","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Hispanic, any race","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"406","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","HISP","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","HISP","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Hispanic, any race","Hypertension","No","%","Crude Prevalence","1.1",,,"0.7","1.9",,"1,414","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","HISP","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence","0",,,"0","0",,"39","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","HISP","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"144","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","OTH","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Other","Diabetes","No","%","Crude Prevalence","0",,,"0","0",,"54","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","OTH","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Other","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","OTH","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"141","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","OTH","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","Other","Hypertension","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","OTH","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","White, non-Hispanic","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"1,000","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","WHT","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","White, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"312","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","WHT","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","WHT","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","White, non-Hispanic","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"969","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","WHT","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","12-17 years","Male","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"31","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1217","GM","WHT","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","All participants","Total","%","Crude Prevalence","0.9",,,"0.7","1.2",,"10,421","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFAPAR","RFTOT",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","Diabetes","No","%","Crude Prevalence","1",,,"0.6","1",,"3,740","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFDM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"244","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFDM","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","Hypertension","No","%","Crude Prevalence","0.9",,,"0.7","1.2",,"9,457","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFHT","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"964","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFHT","RFYES",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","Smoking","No","%","Crude Prevalence","1",,,"0.6","1",,"4,801","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFSM","RFNO",,"National","US"
"1999","2008","US","National","NHANES","Visual Function","Measured Visual Acuity","Best-corrected visual acuity","Visual impairment","18-39 years","Both sexes","All races","Smoking","Yes","%","Crude Prevalence","0.8",,,"0.5","1.2",,"3,254","59","TVFUNC","CVISAC","QVISA","RVIMP","CRDPREV","AGE1839","GALL","ALLRACE","RFSM","RFYES",,"National","US"
