"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Category","Question","Response","Age","Sex","RaceEthnicity","RiskFactor","RiskFactorResponse","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_limit","High_Confidence_Limit","Numerator","Sample_Size","LocationID","TopicID","CategoryID","QuestionID","ResponseID","DataValueTypeID","AgeID","SexID","RaceEthnicityID","RiskFactorID","RiskFactorResponseID","GeoLocation","Geographic Level","StateAbbr"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","All participants","Total","%","Crude Prevalence","3.1",,,"2.3","3.9",,"3,634","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","Diabetes","No","%","Crude Prevalence","3.1",,,"2.3","4.1",,"2,900","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","Diabetes","Yes","%","Crude Prevalence","3.1",,,"1.7","5.3",,"639","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","Hypertension","No","%","Crude Prevalence","2.9",,,"2.1","3.8",,"2,185","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","Hypertension","Yes","%","Crude Prevalence","3.4",,,"2","5.6",,"1,449","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","Smoking","No","%","Crude Prevalence","2.1",,,"1.2","3.4",,"1,744","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","All races","Smoking","Yes","%","Crude Prevalence","4",,,"3","5.3",,"1,889","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","ALLRACE","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","All participants","Total","%","Crude Prevalence","1.7",,,"1","2.9",,"820","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"571","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"204","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"364","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence","2.8",,,"1.5","4.7",,"456","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"398","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"421","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","BLK","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","All participants","Total","%","Crude Prevalence","2.9",,,"1.9","4.1",,"950","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","Diabetes","No","%","Crude Prevalence","2.7",,,"1.5","4.3",,"730","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"200","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","Hypertension","No","%","Crude Prevalence","2.4",,,"1.3","3.9",,"631","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence","4",,,"2.1","6.8",,"319","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","Smoking","No","%","Crude Prevalence","2.1",,,"1.1","3.8",,"519","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Hispanic, any race","Smoking","Yes","%","Crude Prevalence","3.8",,,"2","6.5",,"431","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","HISP","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"139","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"118","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","Diabetes","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"85","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"54","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"76","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","Other","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"63","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","OTH","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","All participants","Total","%","Crude Prevalence","3.2",,,"2.4","4.3",,"1,725","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","3.3",,,"2.4","4.5",,"1,481","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"217","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","3.1",,,"2.2","4.4",,"1,105","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"620","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","Smoking","No","%","Crude Prevalence","2",,,"1","3.6",,"751","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Both sexes","White, non-Hispanic","Smoking","Yes","%","Crude Prevalence","4.4",,,"3.1","6",,"974","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GALL","WHT","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","All participants","Total","%","Crude Prevalence","2.7",,,"1.8","3.8",,"1,835","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","Diabetes","No","%","Crude Prevalence","2.9",,,"1.9","4.3",,"1,477","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"318","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","Hypertension","No","%","Crude Prevalence","2.5",,,"1.7","3.7",,"1,095","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"740","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"1,007","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","All races","Smoking","Yes","%","Crude Prevalence","4.1",,,"2.3","6.6",,"828","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","ALLRACE","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"422","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"298","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"107","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","Hypertension","No","%","Crude Prevalence","0",,,"0","0",,"179","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"243","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"232","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Black, non-Hispanic","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"190","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","BLK","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"484","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"369","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"107","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","Hypertension","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"311","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"173","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"317","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Hispanic, any race","Smoking","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"167","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","HISP","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","All participants","Total","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"74","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","Diabetes","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"59","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","Diabetes","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","Hypertension","No","%","Crude Prevalence","0",,,"0","0",,"45","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","Hypertension","Yes","%","Crude Prevalence",,"***","Some values are suppressed due to a sample size <30 and a relative standard error >30%",,,,,"59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"46","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","Other","Smoking","Yes","%","Crude Prevalence",,"*","Some values are suppressed due to a sample size <30",,,,,"59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","OTH","RFSM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","All participants","Total","%","Crude Prevalence","3",,,"2","4.5",,"855","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFAPAR","RFTOT",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","Diabetes","No","%","Crude Prevalence","3.3",,,"2.1","5",,"751","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFDM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","Diabetes","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"91","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFDM","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","Hypertension","No","%","Crude Prevalence","3.1",,,"1.8","4.8",,"560","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFHT","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","Hypertension","Yes","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"295","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFHT","RFYES",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","Smoking","No","%","Crude Prevalence",,"**","Some values are suppressed due to a relative standard error >30%",,,,"412","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFSM","RFNO",,"National","US"
"2005","2008","US","National","NHANES","Eye Health Conditions","Exam-Based Age Related Macular Degeneration","Percentage of people with age-related macular degeneration, based on examination","Yes","40-64 years","Female","White, non-Hispanic","Smoking","Yes","%","Crude Prevalence","4.9",,,"2.6","8.1",,"443","59","TCOND","CEAMD","NHEAMD","RYES","CRDPREV","AGE4064","GF","WHT","RFSM","RFYES",,"National","US"
